id,name,lowercase_name
368239,Blake Vincent Kueny,blake vincent kueny
68419,Adam Deacon,adam deacon
68419,Daniel Toland,daniel toland
250096,Philip Saville,philip saville
195752,Michael Schultz,michael schultz
79236,Arto Lehkamo,arto lehkamo
179308,Zoltan Spirandelli,zoltan spirandelli
142635,Ron Oliver,ron oliver
245739,Matt Lipsey,matt lipsey
331351,Gonzalo Bendala,gonzalo bendala
283596,Robert Carlyle,robert carlyle
193309,Tina Mabry,tina mabry
17306,Tibor Takács,tibor takács
338614,Phillip Baribeau,phillip baribeau
359983,Howy Parkins,howy parkins
135799,Masaaki Akahori,masaaki akahori
57440,Kenji Uchida,kenji uchida
32517,Johnnie To,johnnie to
47647,Gordon Chan,gordon chan
150677,Giancarlo Romitelli,giancarlo romitelli
139238,Wladyslaw Starewicz,wladyslaw starewicz
270646,Nadav Lapid,nadav lapid
157239,Daniel Lee,daniel lee
52776,Eric Tsang,eric tsang
52776,Patrick Kong,patrick kong
52776,Chung Shu-Kai,chung shu-kai
29960,Robert Young,robert young
357681,Mark Neale,mark neale
259694,Christian Ditter,christian ditter
105952,Ben Miller,ben miller
361025,Arthur Allen,arthur allen
271433,Ralf Westhoff,ralf westhoff
348689,Park Heung-sik,park heung-sik
302797,Anders Johannes Bukh,anders johannes bukh
347944,Sonny Mallhi,sonny mallhi
1877,Charles Band,charles band
1877,Albert Band,albert band
291537,Adam Carolla,adam carolla
291537,Nate Adams,nate adams
372631,Mitch Schauer,mitch schauer
201223,Atsushi Takahashi,atsushi takahashi
319152,J. Clay Tweel,j. clay tweel
319152,Bryan Carberry,bryan carberry
26702,Curtis Harrington,curtis harrington
359746,Álvaro Longoria,álvaro longoria
323149,Patrick Ryan,patrick ryan
253286,Alex R. Johnson,alex r. johnson
185497,Sofya Skya,sofya skya
185497,Robert Crombie,robert crombie
341045,Nick Read,nick read
341045,Mark Franchetti,mark franchetti
89645,William Beaudine,william beaudine
279690,Jason Krawczyk,jason krawczyk
249567,Fletcher Markle,fletcher markle
178314,Joy Mathew,joy mathew
74057,Alan Myerson,alan myerson
47240,Elio Petri,elio petri
104194,Sylvia Chang,sylvia chang
104194,Chen Kuo-Fu,chen kuo-fu
104194,Hou Hsiao-hsien,hou hsiao-hsien
104194,Arvin Chen,arvin chen
104194,Ya-chuan Hsiao,ya-chuan hsiao
104194,Wen-Tang Cheng,wen-tang cheng
104194,Hou Chi-jan,hou chi-jan
104194,Chang Tso-chi,chang tso-chi
104194,Leon Dai,leon dai
104194,Cheng Yu-Chieh,cheng yu-chieh
104171,Hou Hsiao-hsien,hou hsiao-hsien
87953,Hou Hsiao-hsien,hou hsiao-hsien
159862,Hou Hsiao-hsien,hou hsiao-hsien
66759,Pao Hsueh-Li,pao hsueh-li
75808,Harold Becker,harold becker
79781,Matthew A. Cherry,matthew a. cherry
9287,Terence Hill,terence hill
34421,Mark DiSalle,mark disalle
108228,James Yukich,james yukich
323968,Michael Williams,michael williams
120172,Eitan Reuven,eitan reuven
177112,Arthur Vincie,arthur vincie
36748,Richard Williams,richard williams
229056,Arthur Pierson,arthur pierson
284460,Gregory Hatanaka,gregory hatanaka
168112,Stephan Apelgren,stephan apelgren
126947,Thomas J. Tobin,thomas j. tobin
67927,Gustaf Edgren,gustaf edgren
30452,Jeffrey Mandel,jeffrey mandel
356482,Dagen Merrill,dagen merrill
360551,Jang Jae-hyun,jang jae-hyun
359460,Kim Jung-Hoon,kim jung-hoon
69985,Carlos Sorin,carlos sorin
268854,Celso R. García,celso r. garcía
312993,Stéphane Lapointe,stéphane lapointe
52116,Detlev Buck,detlev buck
80041,Ian Power,ian power
13755,Andy Wolk,andy wolk
140733,Tomáš Vorel,tomáš vorel
346472,Vladek Zankovsky,vladek zankovsky
30644,Edward D. Murphy,edward d. murphy
131897,Maurizio Nichetti,maurizio nichetti
282069,Takashi Yamazaki,takashi yamazaki
282070,Takashi Yamazaki,takashi yamazaki
373541,Dean Jones,dean jones
252028,Geoffrey Enthoven,geoffrey enthoven
299585,Carl Bessai,carl bessai
36771,Ere Kokkonen,ere kokkonen
55776,Spede Pasanen,spede pasanen
62898,Ere Kokkonen,ere kokkonen
62896,Ere Kokkonen,ere kokkonen
62897,Ere Kokkonen,ere kokkonen
62894,Ere Kokkonen,ere kokkonen
145912,Spede Pasanen,spede pasanen
55558,Ere Kokkonen,ere kokkonen
36767,Ere Kokkonen,ere kokkonen
36766,Ere Kokkonen,ere kokkonen
36765,Ere Kokkonen,ere kokkonen
40836,Gregg Champion,gregg champion
351819,Michael Tiddes,michael tiddes
58074,Camillo Mastrocinque,camillo mastrocinque
56975,Massimo Troisi,massimo troisi
56068,Camillo Mastrocinque,camillo mastrocinque
66177,Camillo Mastrocinque,camillo mastrocinque
94641,Irving Pichel,irving pichel
53834,Irving Pichel,irving pichel
44099,Irving Pichel,irving pichel
84085,Irving Pichel,irving pichel
177790,Irving Pichel,irving pichel
373481,D.A. Pennebaker,d.a. pennebaker
373481,Chris Hegedus,chris hegedus
143437,D.A. Pennebaker,d.a. pennebaker
143437,Jean-Luc Godard,jean-luc godard
143437,Richard Leacock,richard leacock
26028,D.A. Pennebaker,d.a. pennebaker
26028,Chris Hegedus,chris hegedus
26360,D.A. Pennebaker,d.a. pennebaker
26360,Chris Hegedus,chris hegedus
26360,David Dawkins,david dawkins
139230,D.A. Pennebaker,d.a. pennebaker
139230,Chris Hegedus,chris hegedus
140595,Nick Doob,nick doob
140595,Chris Hegedus,chris hegedus
140595,Rick McKay,rick mckay
140595,D.A. Pennebaker,d.a. pennebaker
140595,Andy Picheta,andy picheta
273085,Gus Van Sant,gus van sant
273085,David Bowie,david bowie
273085,Julien Temple,julien temple
63160,Jordan Vogt-Roberts,jordan vogt-roberts
20363,Paul Reubens,paul reubens
20363,Marty Callner,marty callner
83728,James Franco,james franco
55534,Steve Barron,steve barron
358532,Philly de Lacey,philly de lacey
358532,Riccardo Pellizzeri,riccardo pellizzeri
340666,Tom Ford,tom ford
339339,Chris Long,chris long
339888,Susan Lambert,susan lambert
339888,Stefan Moore,stefan moore
359204,Sean McAllister,sean mcallister
149232,Tom Anton,tom anton
237710,Nisha Ganatra,nisha ganatra
345139,Abbas Fahdel,abbas fahdel
356483,Hank Braxtan,hank braxtan
356486,Josh Bear,josh bear
274167,Sean Anders,sean anders
266294,Jason Moore,jason moore
169382,Rick Minnich,rick minnich
46914,Ekachai Uekrongtham,ekachai uekrongtham
310972,Norma Bailey,norma bailey
363486,Sean McNamara,sean mcnamara
348634,Ron Oliver,ron oliver
363484,Ron Oliver,ron oliver
363482,James Head,james head
328848,Mark Jean,mark jean
343284,Kyle Rankin,kyle rankin
361751,Kristoffer Tabori,kristoffer tabori
362886,Terry Ingram,terry ingram
360604,David MacKay,david mackay
363476,Craig Pryce,craig pryce
363478,Sam Irvin,sam irvin
363479,John Bradshaw,john bradshaw
363480,Jonathan Wright,jonathan wright
363483,Peter Sullivan,peter sullivan
360603,Alex Zamm,alex zamm
366630,Mike Rohl,mike rohl
366631,Harvey Crossland,harvey crossland
366018,Mariah Carey,mariah carey
79720,R. Winer,r. winer
336681,António-Pedro Vasconcelos,antónio-pedro vasconcelos
140300,Jennifer Yuh Nelson,jennifer yuh nelson
140300,Alessandro Carloni,alessandro carloni
16308,Yoshiyuki Tomino,yoshiyuki tomino
16157,Yoshiyuki Tomino,yoshiyuki tomino
154738,Noboru Ishiguro,noboru ishiguro
45528,Tomoyuki Furumaya,tomoyuki furumaya
21442,Jang Hyeon-su,jang hyeon-su
319089,Stanley Nelson,stanley nelson
62691,Norihiro Koizumi,norihiro koizumi
281524,Nick Nevern,nick nevern
72443,Isshin Inudô,isshin inudô
58550,Hans Canosa,hans canosa
95164,Ten Shimoyama,ten shimoyama
95164,Zhang Yibai,zhang yibai
95164,Yee Chin-Yen,yee chin-yen
160297,Jeff Adachi,jeff adachi
58551,Kazuya Konaka,kazuya konaka
72592,Masahiro Takada,masahiro takada
64882,Chang You-jeong,chang you-jeong
61888,Lee Sang-Il,lee sang-il
142499,Young-jae Lee,young-jae lee
63465,Kim Jung-Hoon,kim jung-hoon
85377,Kentarô Ôtani,kentarô ôtani
41835,David Schisgall,david schisgall
100923,Masahiko Nagasawa,masahiko nagasawa
138853,Tarô Ohtani,tarô ohtani
38000,Yang Yun-ho,yang yun-ho
45079,Sang-yong Lee,sang-yong lee
72505,Fumihiko Sori,fumihiko sori
286007,Ryotaro Muramatsu,ryotaro muramatsu
56232,Kentaro Moriya,kentaro moriya
67560,Kota Yoshida,kota yoshida
108646,Chi Y. Lee,chi y. lee
64228,Alfonso Pineda Ulloa,alfonso pineda ulloa
41198,Johnnie To,johnnie to
41198,Wai Ka-Fai,wai ka-fai
80618,Roger Melvin,roger melvin
114661,Han Jae-rim,han jae-rim
32695,Agustín Díaz Yanes,agustín díaz yanes
313676,Yu Nakai,yu nakai
38011,Im Kyung-soo,im kyung-soo
116488,Min Kyu-dong,min kyu-dong
314283,Fred Olen Ray,fred olen ray
26381,George Erschbamer,george erschbamer
206155,Daisuke Tengan,daisuke tengan
49704,Leehom Wang,leehom wang
47331,Makoto Tezuka,makoto tezuka
159230,Bae Hyeong-jun,bae hyeong-jun
138665,Pang Eun-jin,pang eun-jin
171587,Byun Sung-hyun,byun sung-hyun
189151,Taisuke  Kawamura,taisuke  kawamura
169068,Brad Leong,brad leong
92499,Hwang In-Ho,hwang in-ho
232420,Joji Matsuoka,joji matsuoka
212640,Jin Yimeng,jin yimeng
311093,Kevin Conner,kevin conner
13739,Christian Vincent,christian vincent
260583,Valentin Vaala,valentin vaala
343702,Bruno Podalydès,bruno podalydès
31127,Cullen Blaine,cullen blaine
40800,Jon Hess,jon hess
62768,Paul Lynch,paul lynch
70702,John Rawlins,john rawlins
372981,Alik Sakharov,alik sakharov
320587,Sara Bordo,sara bordo
106222,Mark Christopher,mark christopher
200998,Gregg Araki,gregg araki
73526,Randy Redroad,randy redroad
26537,Jules Bass,jules bass
26537,"Arthur Rankin, Jr.","arthur rankin, jr."
128070,Carlos Sorin,carlos sorin
323929,Trey Edward Shults,trey edward shults
45166,Irving Reis,irving reis
60481,Marcel Varnel,marcel varnel
229005,Robert Z. Leonard,robert z. leonard
82036,James W. Horne,james w. horne
82036,Charley Rogers,charley rogers
82036,Hal Roach,hal roach
43788,Leslie Howard,leslie howard
43823,Robert Stevenson,robert stevenson
102051,Bryan Lefler,bryan lefler
364833,Stanislav Govorukhin,stanislav govorukhin
50542,Zhang Yimou,zhang yimou
24426,Ali Taner Baltaci,ali taner baltaci
24426,Cem Yılmaz,cem yılmaz
40246,Jules Bass,jules bass
40246,"Arthur Rankin, Jr.","arthur rankin, jr."
141976,John Bradshaw,john bradshaw
299578,Christie Will,christie will
239180,Michael Scott,michael scott
352209,Brian K. Roberts,brian k. roberts
350849,Paula Ortiz,paula ortiz
141476,Oliver Dieckmann,oliver dieckmann
373976,Iram Parveen Bilal,iram parveen bilal
344041,Adam Alleca,adam alleca
220488,Dennie Gordon,dennie gordon
291348,Rich Christiano,rich christiano
335205,Larry Yang,larry yang
37715,Russ Parr,russ parr
70712,Fez Ortega,fez ortega
161482,Monica Mingo,monica mingo
362045,Sanjay Leela Bhansali,sanjay leela bhansali
278706,John Klein,john klein
96985,Will Zens,will zens
256687,Keith Parmer,keith parmer
350845,Christoforos Papakaliatis,christoforos papakaliatis
191731,Mohammad Rasoulof,mohammad rasoulof
43020,Sergio Leone,sergio leone
127642,Chito S. Roño,chito s. roño
315319,Alessandro Siani,alessandro siani
298722,Alessandro Genovesi,alessandro genovesi
370835,Zack Bernbaum,zack bernbaum
61464,Vittorio De Sica,vittorio de sica
60116,Vittorio De Sica,vittorio de sica
278122,Vittorio De Sica,vittorio de sica
299143,Vittorio De Sica,vittorio de sica
113936,Vittorio De Sica,vittorio de sica
166888,Vittorio De Sica,vittorio de sica
339934,John McKenna,john mckenna
339934,Gabriel Clarke,gabriel clarke
60895,Jeff Bleckner,jeff bleckner
316179,Britni West,britni west
217250,Frank Borzage,frank borzage
373977,Nick Hurran,nick hurran
254736,Miguel Gomes,miguel gomes
91067,Wang Bing,wang bing
128230,Wang Bing,wang bing
347201,Hiroyuki Yamashita,hiroyuki yamashita
66772,Ralf Gregan,ralf gregan
66772,Günter Vaessen,günter vaessen
253258,John Magary,john magary
326415,Arthur Cullipher,arthur cullipher
89751,Paul Frees,paul frees
26550,Mimmo Cattarinich,mimmo cattarinich
20360,Vipul Amrutlal Shah,vipul amrutlal shah
373357,Francis Mankiewicz,francis mankiewicz
342927,Christopher Ray,christopher ray
68507,Nonzee Nimibutr,nonzee nimibutr
272426,Michael Karen,michael karen
357940,Guan Hu,guan hu
41032,Peter Sasdy,peter sasdy
292523,Jonathan Miller,jonathan miller
28997,Henrique Goldman,henrique goldman
73976,Malu De Martino,malu de martino
37817,Monique Gardenberg,monique gardenberg
82745,Toni Venturi,toni venturi
85389,Paulo Machline,paulo machline
73919,Esmir Filho,esmir filho
69846,Jun'ya Satô,jun'ya satô
55138,Zdravko Šotra,zdravko šotra
300601,María Ripoll,maría ripoll
100274,Derek Franson,derek franson
372821,Shunichi Hirano,shunichi hirano
145711,David Mackay,david mackay
107257,Nicole Conn,nicole conn
267319,Lawrence Silverstein,lawrence silverstein
317442,Tsuneo Kobayashi,tsuneo kobayashi
261157,Josh Feldman,josh feldman
79708,Sonia Anderson,sonia anderson
114018,Norbert A. Myles,norbert a. myles
267955,Robert McCallum,robert mccallum
352200,Amos Gitai,amos gitai
366566,Alexandra Leclère,alexandra leclère
337075,Carlos Stevens,carlos stevens
309811,Benjamin Carland,benjamin carland
281291,Phillip Borsos,phillip borsos
362154,Ding Sheng,ding sheng
16632,Shin Dong-yeop,shin dong-yeop
20969,Oh Ki-hwan,oh ki-hwan
16147,Luc Dionne,luc dionne
214129,Joyce E. Bernal,joyce e. bernal
140054,Takahiro Miki,takahiro miki
129745,Takahiro Miki,takahiro miki
252981,Mae Czarina Cruz,mae czarina cruz
63064,Li Yu,li yu
81560,Kôji Maeda,kôji maeda
41186,Jeong Yoon-soo,jeong yoon-soo
279998,Tedi Sarafian,tedi sarafian
36185,Isao Yukisada,isao yukisada
9375,Hans-Christian Schmid,hans-christian schmid
36164,Ryoo Seung-jin,ryoo seung-jin
53514,Kim Hyun-suk,kim hyun-suk
40119,Hiroshi Shinagawa,hiroshi shinagawa
292264,Akihiko Shiota,akihiko shiota
118451,Jung Ji-woo ,jung ji-woo 
54225,Hur Jin-Ho  ,hur jin-ho  
54225,Oh Ki-hwan,oh ki-hwan
54225,Min Kyu-dong,min kyu-dong
54225,Byeon Hyeok,byeon hyeok
54225,Yoo Yeong-sik,yoo yeong-sik
40121,Kensaku Watanabe,kensaku watanabe
119273,Ya-che Yang,ya-che yang
39493,Gen Takahashi,gen takahashi
99188,Junichi Mori,junichi mori
252067,Yeon-woo Lee,yeon-woo lee
52870,Isao Yukisada,isao yukisada
201386,Eric Wirix,eric wirix
341517,Anastasia Lapsui,anastasia lapsui
341517,Markku Lehmuskallio,markku lehmuskallio
282879,Spike Jonze,spike jonze
282879,Kim Gordon,kim gordon
282879,Roman Coppola,roman coppola
282879,Lance Bangs,lance bangs
315534,Spike Jonze,spike jonze
339944,Margus Paju,margus paju
40241,Danny Steinmann,danny steinmann
58431,Burr Steers,burr steers
31078,Richard Friedenberg,richard friedenberg
58887,Nayan Padrai,nayan padrai
172767,Daniel Lusko,daniel lusko
89145,William Beaudine,william beaudine
249260,Scott Wheeler,scott wheeler
151911,William Dieterle,william dieterle
163890,Sergey Loznitsa,sergey loznitsa
95134,Fred Niblo,fred niblo
95134,Dorothy Arzner,dorothy arzner
99729,William A. Wellman,william a. wellman
181426,Ray Taylor,ray taylor
44459,Ralph Nelson,ralph nelson
153717,Susanne Zanke,susanne zanke
289673,Beeban Kidron,beeban kidron
337208,Ari Novak,ari novak
262234,William K. Howard,william k. howard
302026,Mamoru Oshii,mamoru oshii
182035,David Howard,david howard
102288,R.G. Springsteen,r.g. springsteen
121197,Ida Lupino,ida lupino
272095,Carlos Bolado,carlos bolado
211354,Dearbhla Walsh,dearbhla walsh
49172,Mark L. Lester,mark l. lester
83880,Fred Olen Ray,fred olen ray
38920,Bruce Beresford,bruce beresford
26199,Jack Cardiff,jack cardiff
175822,Maurice Elvey,maurice elvey
21167,Erik Lamens,erik lamens
66068,Dorothée Van Den Berghe,dorothée van den berghe
84479,Nicolas Provost,nicolas provost
20226,Hilde Van Mieghem,hilde van mieghem
132561,Guy Lee Thys,guy lee thys
44751,Jan Verheyen,jan verheyen
68360,Fien Troch,fien troch
68444,Tamar van den Dop,tamar van den dop
276608,Guy Lee Thys,guy lee thys
276608,Ivan Boeckmans,ivan boeckmans
12135,Pieter Van Hees,pieter van hees
76202,Dominique Deruddere,dominique deruddere
61935,Jan Verheyen,jan verheyen
17486,Stijn Coninx,stijn coninx
69740,Hilde Van Mieghem,hilde van mieghem
123005,Gert Embrechts,gert embrechts
47587,Dominique Deruddere,dominique deruddere
42748,Hans Herbots,hans herbots
60775,Hans Van Nuffel,hans van nuffel
22034,Frank van Mechelen,frank van mechelen
150041,Joël Vanhoebrouck,joël vanhoebrouck
66066,Hans Herbots,hans herbots
80469,Frank van Mechelen,frank van mechelen
56950,Guy Goossens,guy goossens
299856,Danny Deprez,danny deprez
20388,Frank van Mechelen,frank van mechelen
24524,Erik Van Looy,erik van looy
17902,Hans Herbots,hans herbots
53103,Dorothée Van Den Berghe,dorothée van den berghe
80153,Jakob Verbruggen,jakob verbruggen
210320,Danny Deprez,danny deprez
209414,Hilde Van Mieghem,hilde van mieghem
139270,Patrice Toye,patrice toye
10509,Jan Verheyen,jan verheyen
52738,Miel Van Hoogenbemt,miel van hoogenbemt
22454,Pieter Van Hees,pieter van hees
141145,Fien Troch,fien troch
73628,Kadir Balci,kadir balci
86482,André Delvaux,andré delvaux
164366,Mark Punt,mark punt
94630,Guido Pieters,guido pieters
280437,Harry Kümel,harry kümel
287344,Robbe De Hert,robbe de hert
374698,Hans Herbots,hans herbots
218238,Filip Van Neyghem,filip van neyghem
73222,Kaat Beels,kaat beels
142085,Caroline Strubbe,caroline strubbe
75578,André van Duren,andré van duren
52260,Hugo Claus,hugo claus
36712,Jan Verheyen,jan verheyen
35639,Indra Siera,indra siera
63044,Jan Gruyaert,jan gruyaert
74436,Raoul Walsh,raoul walsh
255647,Dragan Bjelogrlić,dragan bjelogrlić
54832,André Hunebelle,andré hunebelle
111480,André Hunebelle,andré hunebelle
44478,André Hunebelle,andré hunebelle
215908,Walter Woodman,walter woodman
215908,Patrick Cederberg,patrick cederberg
122619,Pier Paolo Pasolini,pier paolo pasolini
122619,Giuseppe Bertolucci,giuseppe bertolucci
48848,Pier Paolo Pasolini,pier paolo pasolini
48848,Giovanni Bonfanti,giovanni bonfanti
27548,Greg Lamberson,greg lamberson
211220,Christine Nielsen,christine nielsen
324930,Paul Catalanotto,paul catalanotto
374416,Gennaro Nunziante,gennaro nunziante
65777,Roy Ward Baker,roy ward baker
39288,Roy Ward Baker,roy ward baker
4459,Roy Ward Baker,roy ward baker
80082,Roy Ward Baker,roy ward baker
152393,Roy Ward Baker,roy ward baker
110457,William Beaudine,william beaudine
325712,Derek Savage,derek savage
317198,Erik Canuel,erik canuel
84105,Daisy von Scherler Mayer,daisy von scherler mayer
286987,Paul Hoen,paul hoen
271954,Özcan Deniz,özcan deniz
54330,Kim Jin-Yeong,kim jin-yeong
129119,Yeşim Ustaoğlu,yeşim ustaoğlu
328480,Michel Poulette,michel poulette
284250,Erhan Kozan,erhan kozan
82655,Calvin Lee Reeder,calvin lee reeder
325134,Özcan Deniz,özcan deniz
159109,Calvin Lee Reeder,calvin lee reeder
354216,Sean Byrne,sean byrne
376358,Mathew Levin II,mathew levin ii
174751,Gavin O'Connor,gavin o'connor
45098,Won Tae-yeon,won tae-yeon
57718,Simon J. Smith,simon j. smith
132873,Thomas Frickel,thomas frickel
333360,Lisa Immordino Vreeland,lisa immordino vreeland
370665,Rohit Shetty,rohit shetty
333596,Andrew Erwin,andrew erwin
333596,Jon Erwin,jon erwin
331190,Jerry Jameson,jerry jameson
299553,Jerry Dugan,jerry dugan
360055,John Lyde,john lyde
336313,Tom Gianas,tom gianas
336313,Ross Shuman,ross shuman
296244,Kostas Ouzas,kostas ouzas
296244,Nick Kozakis,nick kozakis
256959,Adirley Queirós,adirley queirós
127363,Michael Winterbottom,michael winterbottom
28859,Maria Lease,maria lease
168379,Miguel Ferrari,miguel ferrari
329440,Jason Zada,jason zada
41518,Sanjay Leela Bhansali,sanjay leela bhansali
277934,Hakan Yonat,hakan yonat
141901,Özcan Deniz,özcan deniz
94555,Kwon Chil-in,kwon chil-in
46494,William Berke,william berke
50669,William Berke,william berke
242354,Fred M. Wilcox,fred m. wilcox
39436,Dario Argento,dario argento
277968,Wolfgang Becker,wolfgang becker
127894,Yvan Attal,yvan attal
37460,Mani Ratnam,mani ratnam
27621,Paul Hoen,paul hoen
102632,Prabhu Deva,prabhu deva
279973,Brian Brough,brian brough
291157,Shashanka Ghosh,shashanka ghosh
275269,Bejoy Nambiar,bejoy nambiar
283589,Siddharth Anand,siddharth anand
258100,Amanda Wilder,amanda wilder
30117,Kevin Connor,kevin connor
86068,Kevin Connor,kevin connor
313628,Park Jin-Pyo,park jin-pyo
138038,Stuart Gillard,stuart gillard
43856,Henry Koster,henry koster
118026,Shuhei Morita,shuhei morita
284050,Álvaro Brechner,álvaro brechner
105991,Xiaoling Zhu,xiaoling zhu
287497,Kristina Grozeva,kristina grozeva
287497,Petar Valchanov,petar valchanov
320420,Jonathon Narducci,jonathon narducci
77194,Kazuki Omori,kazuki omori
77855,Hilda Hidalgo,hilda hidalgo
48661,Yoshio Kuroda,yoshio kuroda
204755,Masayuki Miyaji,masayuki miyaji
16075,Julian Jarrold,julian jarrold
74842,Hirotsugu Kawasaki,hirotsugu kawasaki
122198,Valeria Sarmiento,valeria sarmiento
173928,Jorge Paixão da Costa,jorge paixão da costa
24154,Nizou Yamamoto,nizou yamamoto
59297,Sunao Katabuchi,sunao katabuchi
254277,Amir Escandari,amir escandari
321191,Ha Jung-woo,ha jung-woo
349176,Eiichirō Hasumi,eiichirō hasumi
374883,Mikko Niskanen,mikko niskanen
350554,Mika Kaurismäki,mika kaurismäki
325173,Isaac Florentine,isaac florentine
118236,Sydney Gilliat,sydney gilliat
124122,Radley Metzger,radley metzger
49719,Etienne Périer,etienne périer
198667,Volker Schlöndorff,volker schlöndorff
197053,Cyll Farney,cyll farney
197053,Géza von Cziffra,géza von cziffra
113700,Burt Balaban,burt balaban
83119,Henry Cornelius,henry cornelius
16912,Guy Hamilton,guy hamilton
225834,John Guillermin,john guillermin
86942,Alejandro Jodorowsky,alejandro jodorowsky
74884,Hubert Frank,hubert frank
60181,Jacques Deray,jacques deray
143355,Stipe Delić,stipe delić
29982,Joanna Hogg,joanna hogg
215408,Miquel Pujol,miquel pujol
362703,Lawrence Roeck,lawrence roeck
289190,Jason Banker,jason banker
54657,Dhavala Satyam,dhavala satyam
347767,Eduardo Schuldt,eduardo schuldt
57393,Debs Gardner-Paterson,debs gardner-paterson
67339,Yi-Jung Hua,yi-jung hua
253353,Bruce Hendricks,bruce hendricks
32643,Peyton Reed,peyton reed
31237,Mark Monroe,mark monroe
342502,Christian Sesma,christian sesma
55949,Jim Wynorski,jim wynorski
222932,Norman Foster,norman foster
103851,Donald G. Jackson,donald g. jackson
243442,Leonardo Pieraccioni,leonardo pieraccioni
196398,Sébastien Betbeder,sébastien betbeder
267310,Vanessa Lapa,vanessa lapa
256735,Curtis Crawford,curtis crawford
5953,Anatole Litvak,anatole litvak
266249,Anatole Litvak,anatole litvak
354105,Anatole Litvak,anatole litvak
258384,Anatole Litvak,anatole litvak
259325,Anatole Litvak,anatole litvak
61046,Anatole Litvak,anatole litvak
193321,Anatole Litvak,anatole litvak
371759,Douglas Mackinnon,douglas mackinnon
288463,Gabe Turner,gabe turner
115547,Paul Tanter,paul tanter
333675,Adam Nee,adam nee
333675,Aaron Nee,aaron nee
272548,Antoine Bardou-Jacquet,antoine bardou-jacquet
140229,Jos Stelling,jos stelling
361671,JR,jr
245697,Urs Odermatt,urs odermatt
294825,Paul Tomborello,paul tomborello
61662,Guy Debord,guy debord
31343,René Viénet,rené viénet
31343,Kuang-chi Tu,kuang-chi tu
150049,Yannick Kergoat,yannick kergoat
150049,Gilles Balbastre,gilles balbastre
13713,Laurent Tuel,laurent tuel
347155,Fernando Ruiz,fernando ruiz
38883,Eric Lavaine,eric lavaine
322317,Jaak Kilmi,jaak kilmi
322317,Arbo Tammiksaar,arbo tammiksaar
236570,Delmer Daves,delmer daves
84782,Grigori Kozintsev,grigori kozintsev
277631,Delbert Mann,delbert mann
329407,Charles Randazzo,charles randazzo
135307,Michel Hazanavicius,michel hazanavicius
212753,Peter Stebbings,peter stebbings
358238,Hooroo Jackson,hooroo jackson
376823,Chris Bell,chris bell
303665,Charlotte Fantelli,charlotte fantelli
104041,Daniel Petrie,daniel petrie
86232,Josef von Sternberg,josef von sternberg
139712,Jason Barker,jason barker
139712,Alexandra Weltz,alexandra weltz
106739,Tyler Hughen,tyler hughen
106739,Kahlil Hudson,kahlil hudson
150054,Wael Ehsan,wael ehsan
321974,Amy Berg,amy berg
80970,Jean Rollin,jean rollin
253150,Brian Stillman,brian stillman
137333,Matthew Leutwyler,matthew leutwyler
371492,Mélanie Laurent,mélanie laurent
371492,Cyril Dion,cyril dion
340401,Michael David Pate,michael david pate
273167,Daniel Petrie,daniel petrie
71445,Daniel Petrie,daniel petrie
293006,Robert Kiviat,robert kiviat
377206,Ezra Kemp,ezra kemp
249926,John Alexander,john alexander
72054,Rasmus Heide,rasmus heide
86987,Magnus Martens,magnus martens
89877,Niels Nørløv Hansen,niels nørløv hansen
270724,Deng Chao,deng chao
286687,Ko Kyeong-Ah,ko kyeong-ah
76764,Jack Gold,jack gold
151687,Jack Gold,jack gold
279006,James Goldstone,james goldstone
284467,James Goldstone,james goldstone
180813,Jeremy Frindel,jeremy frindel
356994,Jack Anderson,jack anderson
198890,Dinos Dimopoulos,dinos dimopoulos
315880,Giuseppe Tornatore,giuseppe tornatore
340176,Sion Sono,sion sono
361854,Stephan Rick,stephan rick
173056,Brad Crawford,brad crawford
23382,Thomas Jane,thomas jane
286697,Soon-Mi Yoo,soon-mi yoo
85696,John McKay,john mckay
92189,Michael Audley,michael audley
220075,Hark Joon Lee,hark joon lee
53766,Cecil B. DeMille,cecil b. demille
130275,William C. de Mille,william c. de mille
124527,Terence Fisher,terence fisher
155336,Michal Marczak,michal marczak
85611,Terence Fisher,terence fisher
3025,Terence Fisher,terence fisher
76817,Wenzel Storch,wenzel storch
187442,Ricardo Maldonado,ricardo maldonado
345875,Eytan Rockaway,eytan rockaway
279997,Guy Pigden,guy pigden
85032,Shinya Tsukamoto,shinya tsukamoto
68184,Robin Blazak,robin blazak
40768,Laura Poitras,laura poitras
40768,Linda Goode Bryant,linda goode bryant
253304,Iva Radivojevic,iva radivojevic
79997,Waldemar Krzystek,waldemar krzystek
77600,Bogusław Linda,bogusław linda
79516,Youichi Mouri,youichi mouri
36620,Maciej Pieprzyca,maciej pieprzyca
26314,Konrad Niewolski,konrad niewolski
176535,Tomasz Wiszniewski,tomasz wiszniewski
74921,Marek Koterski,marek koterski
153266,Janusz Zaorski,janusz zaorski
78326,Antoni Krauze,antoni krauze
58553,Marek Koterski,marek koterski
36626,Dariusz Gajewski,dariusz gajewski
31855,Jan Kidawa-Blonski,jan kidawa-blonski
13274,Tetsuya Nomura,tetsuya nomura
13274,Morio Asaka,morio asaka
16907,Tensai Okamura,tensai okamura
209385,Andrzej Wajda,andrzej wajda
