title,popularity,vote_average,vote_count,release_date,release_year,month_name,day_name,revenue,budget,return
In Between,2.481935,7.4,17.0,2016-11-25,2016,Noviembre,Viernes,0.0,0.0,0.0
The Stolen Years,1.514197,6.4,13.0,2013-08-29,2013,Agosto,Jueves,0.0,0.0,0.0
"I Travel Because I Have to, I Come Back Because I Love You",0.11061,6.3,3.0,2009-06-24,2009,Junio,Miã©rcoles,0.0,0.0,0.0
One Man's War,0.003921,5.2,3.0,1973-02-27,1973,Febrero,Martes,0.0,0.0,0.0
Juha,0.149603,5.0,1.0,1937-01-24,1937,Enero,Domingo,0.0,0.0,0.0
Stolen Death,0.051519,5.0,1.0,1938-01-01,1938,Enero,Sã¡bado,0.0,0.0,0.0
When the Heavens Fell,0.036243,5.0,1.0,1972-03-10,1972,Marzo,Viernes,0.0,0.0,0.0
Juurakon Hulda,0.058968,0.0,0.0,1937-10-17,1937,Octubre,Domingo,0.0,0.0,0.0
The Punk Rock Movie,0.499105,5.5,5.0,1978-06-09,1978,Junio,Viernes,0.0,0.0,0.0
Lake Consequence,0.63326,3.8,8.0,1993-02-23,1993,Febrero,Martes,0.0,0.0,0.0
Dangerous Company,0.395692,4.0,2.0,2015-08-15,2015,Agosto,Sã¡bado,0.0,0.0,0.0
Mercury Plains,1.217069,5.1,17.0,2016-01-05,2016,Enero,Martes,0.0,0.0,0.0
Out of the Dark,1.872941,6.8,16.0,1995-07-06,1995,Julio,Jueves,0.0,0.0,0.0
Nena,0.416859,6.5,9.0,2014-09-11,2014,Septiembre,Jueves,0.0,0.0,0.0
The other me,1.116287,8.0,1.0,2017-01-19,2017,Enero,Jueves,0.0,0.0,0.0
Τέλειοι Ξένοι,0.096261,0.0,0.0,2016-12-15,2016,Diciembre,Jueves,0.0,0.0,0.0
Mia melissa ton Avgousto,0.0856,8.0,1.0,2007-01-01,2007,Enero,Lunes,0.0,0.0,0.0
The Island,0.71826,7.3,6.0,2009-12-29,2009,Diciembre,Martes,0.0,0.0,0.0
The Island 2: The Hunt for the Lost Treasure,0.271513,6.3,6.0,2011-12-22,2011,Diciembre,Jueves,0.0,0.0,0.0
The Policeman of the 16th Precinct,0.705268,4.1,4.0,2008-11-27,2008,Noviembre,Jueves,0.0,0.0,0.0
Ukonvaaja,0.078257,5.0,1.0,2016-06-02,2016,Junio,Jueves,0.0,0.0,0.0
Thank You for Your Service,0.34787,0.0,0.0,2016-09-16,2016,Septiembre,Viernes,0.0,0.0,0.0
Machines,0.469489,0.0,0.0,2017-11-30,2017,Noviembre,Jueves,0.0,0.0,0.0
Les Patterson Saves the World,0.108088,2.0,2.0,1987-04-09,1987,Abril,Jueves,0.0,0.0,0.0
Diary of a Lover,0.000431,5.0,1.0,1977-09-13,1977,Septiembre,Martes,0.0,0.0,0.0
The Howling: New Moon Rising,1.089187,2.2,15.0,1995-01-01,1995,Enero,Domingo,0.0,0.0,0.0
Curumim,0.031767,0.0,0.0,2016-02-11,2016,Febrero,Jueves,0.0,0.0,0.0
Call Me by Your Name,4.300874,0.0,18.0,2017-10-27,2017,Octubre,Viernes,0.0,4696772.0,0.0
Wet Dreams,0.002317,4.0,1.0,1974-10-10,1974,Octubre,Jueves,0.0,0.0,0.0
Resident Evil: The Final Chapter,0.75571,5.9,1139.0,2016-12-23,2016,Diciembre,Viernes,312242626.0,40000000.0,7.80606565
SelfieParty,0.042226,0.0,0.0,2016-03-31,2016,Marzo,Jueves,0.0,0.0,0.0
Nightjohn,1.168698,7.0,1.0,1996-06-01,1996,Junio,Sã¡bado,0.0,0.0,0.0
Abou Ben Boogie,0.00695,0.0,0.0,1944-09-18,1944,Septiembre,Lunes,0.0,0.0,0.0
The Greatest Man in Siam,0.001187,0.0,0.0,1944-03-27,1944,Marzo,Lunes,0.0,0.0,0.0
Allez Oop,0.041806,5.0,1.0,1934-05-25,1934,Mayo,Viernes,0.0,0.0,0.0
Escape from the 'Liberty' Cinema,1.288561,5.2,3.0,1990-10-14,1990,Octubre,Domingo,0.0,0.0,0.0
Return Home,1e-06,5.0,1.0,1990-08-02,1990,Agosto,Jueves,0.0,0.0,0.0
True Love and Chaos,1.186081,0.0,0.0,1997-05-22,1997,Mayo,Jueves,0.0,0.0,0.0
Prime Mover,0.344015,4.0,1.0,2009-02-08,2009,Febrero,Domingo,0.0,5000000.0,0.0
I Remember You,0.497838,5.2,5.0,2015-11-13,2015,Noviembre,Viernes,0.0,0.0,0.0
El Hilo Rojo,2.325847,6.6,24.0,2016-05-19,2016,Mayo,Jueves,0.0,0.0,0.0
"Gilda, No Me Arrepiento de Este Amor",0.766199,5.8,4.0,2016-09-15,2016,Septiembre,Jueves,0.0,0.0,0.0
Dibu: La Película,0.344495,0.0,0.0,1997-07-10,1997,Julio,Jueves,0.0,3000000.0,0.0
Dibu 2: La venganza de Nasty,0.006369,0.0,0.0,1998-07-02,1998,Julio,Jueves,0.0,0.0,0.0
Dibu 3,0.004612,0.0,0.0,2002-01-01,2002,Enero,Martes,0.0,0.0,0.0
Night of Something Strange,1.80538,6.1,19.0,2016-04-08,2016,Abril,Viernes,0.0,40000.0,0.0
American Summer,0.080888,0.0,0.0,2016-09-09,2016,Septiembre,Viernes,0.0,0.0,0.0
Invention of Trust,0.073932,0.0,0.0,2016-01-29,2016,Enero,Viernes,0.0,0.0,0.0
The River Thief,0.457327,9.3,3.0,2016-10-14,2016,Octubre,Viernes,0.0,0.0,0.0
The Investigator,0.225414,6.8,5.0,2008-07-10,2008,Julio,Jueves,0.0,650000.0,0.0
11 Minutes Ago,0.115974,4.3,3.0,2007-04-26,2007,Abril,Jueves,0.0,0.0,0.0
iBoy,8.015815,6.0,315.0,2017-01-27,2017,Enero,Viernes,0.0,1500000.0,0.0
L'ora legale,4.949637,7.0,142.0,2017-01-19,2017,Enero,Jueves,0.0,0.0,0.0
Finding Rin Tin Tin,0.06756,3.0,1.0,2007-08-15,2007,Agosto,Miã©rcoles,0.0,0.0,0.0
Die Beautiful,0.194856,7.5,2.0,2016-10-27,2016,Octubre,Jueves,0.0,0.0,0.0
Poveda,0.032942,0.0,0.0,2016-02-24,2016,Febrero,Miã©rcoles,0.0,0.0,0.0
Homo Sapiens,0.918768,7.3,6.0,2016-07-29,2016,Julio,Viernes,0.0,0.0,0.0
"Taşkafa, Stories of the Street",0.023512,0.0,0.0,2013-10-15,2013,Octubre,Martes,0.0,0.0,0.0
The Film Critic,0.048818,5.0,1.0,2013-04-11,2013,Abril,Jueves,0.0,0.0,0.0
Love Me Deadly,0.517576,4.9,6.0,1973-01-05,1973,Enero,Viernes,0.0,42500.0,0.0
Two Lovers and a Bear,3.18198,6.8,27.0,2016-10-02,2016,Octubre,Domingo,0.0,0.0,0.0
The Captive,0.039159,6.0,1.0,1915-04-22,1915,Abril,Jueves,0.0,0.0,0.0
Human,0.414386,8.8,2.0,2013-10-12,2013,Octubre,Sã¡bado,0.0,60000.0,0.0
Better Off Single,1.044526,4.9,11.0,2016-10-07,2016,Octubre,Viernes,0.0,0.0,0.0
Catfight,5.89953,6.1,42.0,2017-03-03,2017,Marzo,Viernes,0.0,0.0,0.0
Jump London,0.009164,0.0,0.0,2003-09-03,2003,Septiembre,Miã©rcoles,0.0,0.0,0.0
A Ghost Story,24.339781,6.8,95.0,2017-07-07,2017,Julio,Viernes,15584255.0,100000.0,155.84255
Ghost in the Shell,68.726676,5.9,2547.0,2017-03-29,2017,Marzo,Miã©rcoles,169801921.0,110000000.0,1.5436538272727274
Private Property,0.81767,7.5,4.0,1960-01-20,1960,Enero,Miã©rcoles,0.0,0.0,0.0
The Color of Lies,1.320519,4.9,11.0,1999-01-13,1999,Enero,Miã©rcoles,0.0,0.0,0.0
As You Are,1.247405,7.3,10.0,2016-12-08,2016,Diciembre,Jueves,0.0,0.0,0.0
Maalik,0.550599,6.9,5.0,2016-04-08,2016,Abril,Viernes,0.0,0.0,0.0
Lost in the Pacific,1.008039,5.6,10.0,2016-01-29,2016,Enero,Viernes,0.0,0.0,0.0
The Primary Instinct,0.545911,7.0,7.0,2015-05-29,2015,Mayo,Viernes,0.0,50234.0,0.0
Pork Pie,1.023355,6.0,9.0,2017-02-02,2017,Febrero,Jueves,0.0,0.0,0.0
Fragments of Antonin,0.189496,7.5,4.0,2006-11-08,2006,Noviembre,Miã©rcoles,0.0,0.0,0.0
Journey To Greenland,0.764418,5.9,10.0,2016-11-30,2016,Noviembre,Miã©rcoles,0.0,0.0,0.0
Bill Burr: Walk Your Way Out,1.415218,6.8,21.0,2017-01-31,2017,Enero,Martes,0.0,0.0,0.0
Delirium,0.251674,5.5,4.0,2014-10-02,2014,Octubre,Jueves,0.0,0.0,0.0
Nocturama,2.445969,7.1,32.0,2016-08-31,2016,Agosto,Miã©rcoles,0.0,0.0,0.0
Stick Man,5.66954,7.5,17.0,2016-10-05,2016,Octubre,Miã©rcoles,0.0,0.0,0.0
The Foster Boy,1.521391,7.0,11.0,2011-11-03,2011,Noviembre,Jueves,0.0,0.0,0.0
Great Migrations,0.627535,8.0,1.0,2010-11-06,2010,Noviembre,Sã¡bado,0.0,0.0,0.0
Dalida,7.991801,6.8,57.0,2016-11-30,2016,Noviembre,Miã©rcoles,0.0,0.0,0.0
Abbey Grace,0.368931,5.0,5.0,2016-04-01,2016,Abril,Viernes,0.0,0.0,0.0
XX,8.106953,5.0,106.0,2017-02-17,2017,Febrero,Viernes,30911.0,0.0,0.0
Sadako vs. Kayako,2.743227,5.5,39.0,2016-06-18,2016,Junio,Sã¡bado,0.0,0.0,0.0
Kills on Wheels,0.474027,8.0,4.0,2016-04-28,2016,Abril,Jueves,0.0,0.0,0.0
Ok Jaanu,4.448075,6.0,20.0,2017-01-03,2017,Enero,Martes,345872.0,0.0,0.0
Open Road,3.197646,5.2,18.0,2013-04-12,2013,Abril,Viernes,0.0,3000000.0,0.0
August 32nd on Earth,0.711932,5.9,8.0,1998-11-18,1998,Noviembre,Miã©rcoles,0.0,0.0,0.0
Ghostland: The View of the Ju'Hoansi,0.034855,0.0,0.0,2016-03-11,2016,Marzo,Viernes,0.0,0.0,0.0
Ten Meter Tower,0.071101,7.0,1.0,2016-01-29,2016,Enero,Viernes,0.0,0.0,0.0
Say a Word for the Poor Hussar,0.091027,5.8,7.0,1980-01-01,1980,Enero,Martes,0.0,0.0,0.0
The Feast of the Goat,0.192335,4.7,3.0,2006-02-11,2006,Febrero,Sã¡bado,0.0,0.0,0.0
"Ready, Steady, Charlie!",1.430701,6.8,6.0,2003-09-18,2003,Septiembre,Jueves,0.0,0.0,0.0
Amsterdam Heavy,1.568293,2.8,3.0,2011-09-12,2011,Septiembre,Lunes,0.0,500000.0,0.0
The Friend,0.07897,6.0,2.0,2008-01-17,2008,Enero,Jueves,0.0,0.0,0.0
Devolved,0.374136,1.5,1.0,2010-03-22,2010,Marzo,Lunes,0.0,0.0,0.0
Die Geschichte vom Brandner Kaspar,0.681968,6.1,7.0,2008-10-16,2008,Octubre,Jueves,0.0,0.0,0.0
Late Bloomers,1.175698,6.7,9.0,2006-10-05,2006,Octubre,Jueves,0.0,0.0,0.0
Rabbit Heart,0.0002,0.0,0.0,1987-07-30,1987,Julio,Jueves,0.0,0.0,0.0
Hunger auf Leben,0.060397,0.0,0.0,2004-06-18,2004,Junio,Viernes,0.0,0.0,0.0
Rascals on the Road,0.824792,7.1,7.0,2006-12-28,2006,Diciembre,Jueves,0.0,0.0,0.0
Stan Lee Presents: Mosiac,1.47122,5.0,1.0,2007-01-09,2007,Enero,Martes,0.0,0.0,0.0
Never Cry Werewolf,3.492425,5.3,32.0,2008-05-11,2008,Mayo,Domingo,0.0,0.0,0.0
Offroad,0.763509,5.3,12.0,2012-01-11,2012,Enero,Miã©rcoles,0.0,0.0,0.0
On the Doll,1.454686,7.4,10.0,2007-10-12,2007,Octubre,Viernes,0.0,0.0,0.0
Peng! Du bist tot!,0.002789,0.0,0.0,1987-04-15,1987,Abril,Miã©rcoles,0.0,0.0,0.0
Zettl,0.983056,5.5,4.0,2012-02-01,2012,Febrero,Miã©rcoles,0.0,0.0,0.0
The Ring Thing,0.486952,5.7,6.0,2004-01-01,2004,Enero,Jueves,0.0,0.0,0.0
Death Is My Trade,0.571908,6.5,2.0,1977-11-18,1977,Noviembre,Viernes,0.0,0.0,0.0
SAGA: Curse of the Shadow,1.898751,5.0,27.0,2013-06-17,2013,Junio,Lunes,0.0,0.0,0.0
Fifty Shades Darker,29.130443,6.0,2341.0,2017-02-08,2017,Febrero,Miã©rcoles,378827494.0,55000000.0,6.887772618181818
Wilson,8.984386,6.1,81.0,2017-03-24,2017,Marzo,Viernes,653951.0,0.0,0.0
A Gathering of Cats,0.221386,2.7,3.0,2007-01-01,2007,Enero,Lunes,0.0,0.0,0.0
My Grandmother,0.051059,8.0,1.0,1929-01-01,1929,Enero,Martes,0.0,0.0,0.0
Lost & Found,6.929959,5.5,15.0,2016-02-22,2016,Febrero,Lunes,0.0,0.0,0.0
Attraction,7.070085,6.1,51.0,2017-01-26,2017,Enero,Jueves,0.0,6277106.0,0.0
Family Heist,2.872817,6.0,30.0,2017-01-04,2017,Enero,Miã©rcoles,0.0,0.0,0.0
The Master: A Lego Ninjago Short,0.725278,2.5,2.0,2016-09-22,2016,Septiembre,Jueves,0.0,0.0,0.0
Would-Be Gentleman,0.002307,0.0,0.0,1968-12-28,1968,Diciembre,Sã¡bado,0.0,0.0,0.0
Mumford & Sons: We Wrote This Yesterday,0.094305,8.0,1.0,2016-11-08,2016,Noviembre,Martes,0.0,0.0,0.0
Wives Under Suspicion,1.128746,0.0,0.0,1938-06-03,1938,Junio,Viernes,0.0,0.0,0.0
Henri Cartier-Bresson: The Impassioned Eye,0.138304,7.8,4.0,2003-04-11,2003,Abril,Viernes,0.0,0.0,0.0
Don't Knock Twice,11.359142,5.3,136.0,2017-02-03,2017,Febrero,Viernes,0.0,0.0,0.0
The Ticket,5.803266,5.6,22.0,2017-04-07,2017,Abril,Viernes,0.0,0.0,0.0
Dishonored Lady,0.394262,4.6,5.0,1947-05-16,1947,Mayo,Viernes,0.0,0.0,0.0
Molly and Me,0.4492,6.8,4.0,1945-05-25,1945,Mayo,Viernes,0.0,0.0,0.0
Escape from the Newsroom,0.040241,5.0,1.0,2002-10-28,2002,Octubre,Lunes,0.0,0.0,0.0
Pearl,1.062942,7.2,23.0,2016-04-17,2016,Abril,Domingo,0.0,0.0,0.0
Blind Vaysha,0.498439,7.9,13.0,2016-02-15,2016,Febrero,Lunes,0.0,0.0,0.0
Pear Cider and Cigarettes,0.36327,7.3,9.0,2016-07-01,2016,Julio,Viernes,0.0,0.0,0.0
The Beautiful Beast,0.157527,5.5,4.0,2013-11-06,2013,Noviembre,Miã©rcoles,0.0,0.0,0.0
The Departure,0.4796,6.3,4.0,1967-03-06,1967,Marzo,Lunes,0.0,0.0,0.0
Tikkun,0.859725,7.0,6.0,2015-07-10,2015,Julio,Viernes,0.0,0.0,0.0
Cosy Dens,1.190201,8.6,23.0,1999-04-08,1999,Abril,Jueves,0.0,0.0,0.0
Blood Curse,1.167209,5.9,8.0,2006-02-24,2006,Febrero,Viernes,0.0,0.0,0.0
How to Draw a Perfect Circle,1.635116,5.3,7.0,2009-09-23,2009,Septiembre,Miã©rcoles,0.0,0.0,0.0
Lavender,3.528884,5.5,54.0,2017-03-03,2017,Marzo,Viernes,0.0,0.0,0.0
Detour,9.184739,5.9,38.0,2017-01-20,2017,Enero,Viernes,0.0,0.0,0.0
My Father Die,1.615055,6.6,16.0,2016-03-12,2016,Marzo,Sã¡bado,0.0,0.0,0.0
The Book of Love,8.371598,6.6,32.0,2017-01-13,2017,Enero,Viernes,0.0,0.0,0.0
Red Billabong,1.089783,5.1,7.0,2016-08-25,2016,Agosto,Jueves,0.0,0.0,0.0
Onus,0.111229,6.0,1.0,2016-12-26,2016,Diciembre,Lunes,0.0,0.0,0.0
The Hollow Point,8.093488,6.5,53.0,2016-12-16,2016,Diciembre,Viernes,0.0,0.0,0.0
Convenience,1.184523,5.5,14.0,2015-10-02,2015,Octubre,Viernes,0.0,0.0,0.0
A Sunday Kind of Love,0.728584,6.6,9.0,2016-04-15,2016,Abril,Viernes,0.0,0.0,0.0
The Body Farm,0.997362,6.5,2.0,2011-09-12,2011,Septiembre,Lunes,0.0,0.0,0.0
The Great Gilly Hopkins,3.206636,6.1,53.0,2015-10-05,2015,Octubre,Lunes,0.0,5000000.0,0.0
Twilight Online,0.424794,6.5,2.0,2014-09-04,2014,Septiembre,Jueves,496000.0,0.0,0.0
Hope,2.57911,8.1,36.0,2013-10-02,2013,Octubre,Miã©rcoles,0.0,0.0,0.0
Zhongkui: Snow Girl and the Dark Crystal,2.269432,5.2,16.0,2015-02-19,2015,Febrero,Jueves,0.0,32000000.0,0.0
You Will Be Mine,1.007136,5.8,18.0,2009-03-11,2009,Marzo,Miã©rcoles,0.0,3000000.0,0.0
The Other Side of Hope,4.992125,7.3,35.0,2017-02-03,2017,Febrero,Viernes,0.0,0.0,0.0
Trumped: Inside the Greatest Political Upset of All Time,0.317396,7.8,5.0,2017-01-27,2017,Enero,Viernes,0.0,0.0,0.0
Today,0.00118,0.0,0.0,1997-01-02,1997,Enero,Jueves,0.0,0.0,0.0
Lift me up,0.131776,5.3,3.0,2015-10-04,2015,Octubre,Domingo,0.0,0.0,0.0
Chapter & Verse,0.169932,7.0,1.0,2016-06-12,2016,Junio,Domingo,0.0,4000000.0,0.0
Forbidden to Forbid,0.185747,7.0,4.0,2007-10-10,2007,Octubre,Miã©rcoles,0.0,0.0,0.0
The Stranger,0.435191,3.3,4.0,1973-02-26,1973,Febrero,Lunes,0.0,0.0,0.0
Safe Harbor,0.668199,4.0,1.0,2009-05-30,2009,Mayo,Sã¡bado,0.0,0.0,0.0
Ozzy,5.843943,6.2,30.0,2016-10-14,2016,Octubre,Viernes,0.0,10000000.0,0.0
Hickey,0.710692,4.3,6.0,2017-01-10,2017,Enero,Martes,0.0,0.0,0.0
Tricks,0.268886,7.3,6.0,2007-10-26,2007,Octubre,Viernes,0.0,0.0,0.0
Night Chase,0.040583,0.0,0.0,1970-11-20,1970,Noviembre,Viernes,0.0,0.0,0.0
The Man Who Was Too Free,0.176653,0.0,0.0,2017-02-23,2017,Febrero,Jueves,77156.0,0.0,0.0
Orphan,2.424793,6.6,7.0,2017-03-29,2017,Marzo,Miã©rcoles,0.0,0.0,0.0
Kung Fu Wing Chun,0.954363,6.2,3.0,2010-10-12,2010,Octubre,Martes,0.0,0.0,0.0
Black Snow,10.067238,6.0,39.0,2017-01-19,2017,Enero,Jueves,1440000.0,4000000.0,0.36
The Child's Eye,0.574123,4.3,11.0,2010-10-13,2010,Octubre,Miã©rcoles,0.0,4500000.0,0.0
Death by Death,0.250354,4.0,4.0,2016-05-04,2016,Mayo,Miã©rcoles,0.0,0.0,0.0
Neal Brennan: 3 Mics,0.676421,7.1,9.0,2017-01-17,2017,Enero,Martes,0.0,0.0,0.0
Devo: Hardcore Live!,0.055294,4.5,1.0,2015-02-24,2015,Febrero,Martes,0.0,0.0,0.0
Enemy Empire,0.411958,4.5,3.0,2013-12-27,2013,Diciembre,Viernes,0.0,0.0,0.0
The Doors - Live at the Bowl '68,0.222318,6.1,6.0,2012-10-22,2012,Octubre,Lunes,0.0,0.0,0.0
The Spike Jones Story,0.0,0.0,0.0,1988-01-01,1988,Enero,Viernes,0.0,0.0,0.0
Zappa Plays Zappa,0.019188,0.0,0.0,2007-10-05,2007,Octubre,Viernes,0.0,0.0,0.0
La vengeance d'une blonde,0.835104,6.1,8.0,1994-01-26,1994,Enero,Miã©rcoles,0.0,0.0,0.0
Lazy Eye,0.316652,6.7,6.0,2016-11-11,2016,Noviembre,Viernes,0.0,0.0,0.0
"Michael Bolton's Big, Sexy Valentine's Day Special",0.789799,8.3,6.0,2017-02-07,2017,Febrero,Martes,0.0,0.0,0.0
Temps,1.45629,5.3,23.0,2016-04-05,2016,Abril,Martes,0.0,0.0,0.0
Eine Insel namens Udo,0.439169,5.9,11.0,2011-06-16,2011,Junio,Jueves,0.0,0.0,0.0
Lucky and Zorba,3.882888,7.2,92.0,1998-12-22,1998,Diciembre,Martes,0.0,0.0,0.0
Mine,17.029573,6.5,321.0,2016-10-06,2016,Octubre,Jueves,0.0,0.0,0.0
A Decent Man,1.574392,6.1,7.0,2016-02-24,2016,Febrero,Miã©rcoles,0.0,0.0,0.0
Third Guest,0.048262,0.0,0.0,2016-08-30,2016,Agosto,Martes,0.0,0.0,0.0
The Cantor's Son,0.001177,0.0,0.0,1937-12-26,1937,Diciembre,Domingo,0.0,0.0,0.0
The Tom Green Subway Monkey Hour,0.113206,9.3,3.0,2002-03-24,2002,Marzo,Domingo,0.0,0.0,0.0
The Tip of the Iceberg,0.759931,5.8,11.0,2016-11-03,2016,Noviembre,Jueves,0.0,0.0,0.0
Deadly Duo,0.813288,0.0,0.0,1962-02-01,1962,Febrero,Jueves,0.0,0.0,0.0
Lost in Florence,1.125783,4.6,10.0,2017-01-27,2017,Enero,Viernes,0.0,0.0,0.0
Hunter Gatherer,0.283946,6.3,4.0,2016-11-16,2016,Noviembre,Miã©rcoles,0.0,0.0,0.0
Behind Green Lights,0.149562,5.5,1.0,1946-02-15,1946,Febrero,Viernes,0.0,0.0,0.0
Bad Kids of Crestview Academy,2.258128,4.8,13.0,2017-01-13,2017,Enero,Viernes,0.0,5000000.0,0.0
Anticipation of the Night,0.339923,7.2,5.0,1958-12-31,1958,Diciembre,Miã©rcoles,0.0,0.0,0.0
Has the Film Already Started?,0.036798,10.0,1.0,1951-01-01,1951,Enero,Lunes,0.0,0.0,0.0
Come Together,1.817364,7.6,41.0,2016-11-27,2016,Noviembre,Domingo,0.0,0.0,0.0
A Long Walk,0.543246,7.7,3.0,2006-04-01,2006,Abril,Sã¡bado,0.0,0.0,0.0
Leaving on the 15th Spring,0.989639,6.3,3.0,2013-04-25,2013,Abril,Jueves,0.0,0.0,0.0
The Frontier,1.672854,6.2,7.0,2016-11-08,2016,Noviembre,Martes,0.0,0.0,0.0
Old Partner,0.539451,7.7,6.0,2008-10-04,2008,Octubre,Sã¡bado,0.0,0.0,0.0
Postcard,0.807369,4.6,5.0,2010-10-27,2010,Octubre,Miã©rcoles,0.0,0.0,0.0
Couple in a Hole,0.694834,5.8,8.0,2016-04-06,2016,Abril,Miã©rcoles,0.0,0.0,0.0
Take Me Far Away,0.192028,6.1,5.0,2009-09-11,2009,Septiembre,Viernes,0.0,0.0,0.0
Tashi and the Monk,0.984709,9.0,2.0,2015-08-17,2015,Agosto,Lunes,0.0,0.0,0.0
Uncle Kent 2,0.418824,5.0,1.0,2016-08-26,2016,Agosto,Viernes,0.0,0.0,0.0
Sarajevo,2.526922,7.1,7.0,2014-04-23,2014,Abril,Miã©rcoles,0.0,0.0,0.0
Maiko Haaaan!!!,0.300401,6.5,2.0,2007-06-16,2007,Junio,Sã¡bado,0.0,0.0,0.0
King of the Belgians,1.407754,5.0,12.0,2016-11-30,2016,Noviembre,Miã©rcoles,0.0,0.0,0.0
The Happy Film,0.162634,6.0,1.0,2016-04-16,2016,Abril,Sã¡bado,0.0,0.0,0.0
Tiramisu,0.214171,5.5,2.0,2002-03-28,2002,Marzo,Jueves,0.0,0.0,0.0
Tykho Moon,1.19659,5.0,5.0,1996-11-28,1996,Noviembre,Jueves,0.0,0.0,0.0
Queen of Spades,0.756327,8.0,2.0,2016-11-17,2016,Noviembre,Jueves,0.0,0.0,0.0
Burnout 2,3.360387,8.0,6.0,2016-10-12,2016,Octubre,Miã©rcoles,0.0,0.0,0.0
Dreamfish,0.36801,0.0,0.0,2016-12-22,2016,Diciembre,Jueves,0.0,0.0,0.0
The Queen of Spades,0.221127,6.3,4.0,1916-04-01,1916,Abril,Sã¡bado,0.0,0.0,0.0
Innsaei,0.255678,6.0,1.0,2016-06-30,2016,Junio,Jueves,0.0,0.0,0.0
Flight of the Butterflies,0.121003,7.5,2.0,2012-10-01,2012,Octubre,Lunes,0.0,0.0,0.0
Jimi Hendrix: Voodoo Child,0.220829,7.6,5.0,2010-09-18,2010,Septiembre,Sã¡bado,0.0,0.0,0.0
Sex in the Comix,0.601682,5.7,3.0,2012-01-02,2012,Enero,Lunes,0.0,0.0,0.0
SampleThis,0.482461,6.0,5.0,2013-09-12,2013,Septiembre,Jueves,0.0,0.0,0.0
Pink,2.380732,8.0,39.0,2016-09-16,2016,Septiembre,Viernes,0.0,75000000.0,0.0
The Taking of Tiger Mountain,10.475435,6.4,41.0,2014-12-24,2014,Diciembre,Miã©rcoles,228984.0,0.0,0.0
Brabançonne,0.419784,8.0,2.0,2014-12-10,2014,Diciembre,Miã©rcoles,0.0,0.0,0.0
To Stay Alive - A Method,0.626156,0.0,0.0,2016-11-19,2016,Noviembre,Sã¡bado,0.0,0.0,0.0
The Forsaken Land,0.144899,3.4,4.0,2006-01-25,2006,Enero,Miã©rcoles,0.0,0.0,0.0
An Eye for Beauty,3.408264,2.9,54.0,2014-05-15,2014,Mayo,Jueves,40000.0,0.0,0.0
Floyd Norman: An Animated Life,1.079632,7.3,3.0,2016-02-05,2016,Febrero,Viernes,0.0,0.0,0.0
Fever Lake,0.293346,2.8,4.0,1996-01-01,1996,Enero,Lunes,0.0,0.0,0.0
The Owners,0.053831,5.0,1.0,2014-05-17,2014,Mayo,Sã¡bado,0.0,0.0,0.0
Heil,2.236804,4.7,11.0,2015-07-16,2015,Julio,Jueves,0.0,0.0,0.0
Smetto quando voglio: Masterclass,5.047357,7.4,158.0,2017-02-02,2017,Febrero,Jueves,0.0,0.0,0.0
Mickey's Gala Premier,0.430328,6.0,6.0,1933-07-01,1933,Julio,Sã¡bado,0.0,0.0,0.0
Plane Crazy,0.578292,6.2,16.0,1928-05-14,1928,Mayo,Lunes,0.0,0.0,0.0
American Sharia,0.057365,10.0,1.0,2015-02-01,2015,Febrero,Domingo,0.0,0.0,0.0
Secrets In The Snow,0.095549,8.0,1.0,2013-01-08,2013,Enero,Martes,0.0,100000.0,0.0
Shepherds and Butchers,5.821549,6.9,16.0,2017-05-12,2017,Mayo,Viernes,0.0,0.0,0.0
The Swimmers,0.704442,6.0,10.0,2014-08-07,2014,Agosto,Jueves,0.0,0.0,0.0
Cafe Noir,0.443406,8.5,4.0,2009-09-01,2009,Septiembre,Martes,0.0,0.0,0.0
Red Wine in the Dark Night,0.388324,3.3,3.0,2015-07-23,2015,Julio,Jueves,0.0,0.0,0.0
Eternal Summer,0.690159,5.1,11.0,2006-10-13,2006,Octubre,Viernes,254000.0,0.0,0.0
Water Boyy,0.28832,1.0,2.0,2015-10-22,2015,Octubre,Jueves,0.0,0.0,0.0
In Dubious Battle,12.514865,5.6,22.0,2017-02-17,2017,Febrero,Viernes,0.0,15000000.0,0.0
Classmates,1.512917,7.8,18.0,2016-02-20,2016,Febrero,Sã¡bado,0.0,0.0,0.0
The Teacher's Diary,0.919978,7.2,10.0,2014-03-20,2014,Marzo,Jueves,0.0,0.0,0.0
Berlin Syndrome,12.211769,6.0,100.0,2017-05-25,2017,Mayo,Jueves,201719.0,0.0,0.0
The Citizen,0.286341,0.0,0.0,2017-01-26,2017,Enero,Jueves,0.0,0.0,0.0
The Escape,0.325683,7.2,6.0,2016-10-23,2016,Octubre,Domingo,0.0,0.0,0.0
Lemonade,2.899155,8.8,45.0,2016-04-23,2016,Abril,Sã¡bado,0.0,0.0,0.0
Peter and the Farm,0.754566,7.8,4.0,2016-11-04,2016,Noviembre,Viernes,0.0,0.0,0.0
Préjudice,0.732354,6.8,10.0,2015-10-07,2015,Octubre,Miã©rcoles,0.0,2800000.0,0.0
Peacock,0.02238,0.0,0.0,2015-07-01,2015,Julio,Miã©rcoles,0.0,0.0,0.0
