title,popularity,vote_average,vote_count,release_date,release_year,month_name,day_name,lowercase_title
Mulholland Dr.,4.215811,7.3,47.0,1999-01-01,1999,Enero,Viernes,mulholland dr.
Dave Chappelle: The Age of Spin,2.520099,7.6,43.0,2017-03-21,2017,Marzo,Martes,dave chappelle: the age of spin
David Bowie: The Last Five Years,1.559615,7.8,11.0,2017-01-07,2017,Enero,Sábado,david bowie: the last five years
Sami Blood,0.908945,8.0,8.0,2017-01-20,2017,Enero,Viernes,sami blood
Love and Fury,0.249619,6.0,1.0,2016-10-14,2016,Octubre,Viernes,love and fury
Blood Rage,10.405166,6.2,23.0,1987-06-01,1987,Junio,Lunes,blood rage
About The Pink Sky,0.011637,0.0,0.0,2012-01-25,2012,Enero,Miércoles,about the pink sky
The Evil Within,2.559746,7.4,11.0,2017-06-13,2017,Junio,Martes,the evil within
Space Mutiny,1.311115,2.3,18.0,1988-01-01,1988,Enero,Viernes,space mutiny
Harmonia,0.043605,0.0,0.0,2016-07-11,2016,Julio,Lunes,harmonia
Streit's: Matzo and the American Dream,0.020034,0.0,0.0,2015-03-20,2015,Marzo,Viernes,streit's: matzo and the american dream
The Last Laugh,0.315939,0.0,0.0,2016-04-18,2016,Abril,Lunes,the last laugh
25 April,0.139972,7.0,3.0,2015-09-15,2015,Septiembre,Martes,25 april
The Secret of Evil,0.122363,7.3,3.0,2014-09-18,2014,Septiembre,Jueves,the secret of evil
Torn Apart,4.737858,5.0,2.0,2006-09-13,2006,Septiembre,Miércoles,torn apart
Enemies with Benefits,1.304156,0.0,0.0,2016-01-15,2016,Enero,Viernes,enemies with benefits
Going South,0.854655,6.5,6.0,2009-12-30,2009,Diciembre,Miércoles,going south
Missing,1.104995,4.3,4.0,2008-06-12,2008,Junio,Jueves,missing
The Last Word,7.248414,6.5,59.0,2017-03-03,2017,Marzo,Viernes,the last word
Aventure Malgache,0.593997,5.5,13.0,1944-01-01,1944,Enero,Sábado,aventure malgache
Encounter at Raven's Gate,0.05143,5.0,3.0,1988-12-01,1988,Diciembre,Jueves,encounter at raven's gate
CHiPS,12.238061,6.2,277.0,2017-03-23,2017,Marzo,Jueves,chips
Table 19,8.645067,6.2,192.0,2017-01-20,2017,Enero,Viernes,table 19
Going in Style,15.157255,6.6,543.0,2017-04-06,2017,Abril,Jueves,going in style
Bokeh,6.165126,5.1,62.0,2017-03-24,2017,Marzo,Viernes,bokeh
Alibi.com,9.09546,6.9,389.0,2017-02-15,2017,Febrero,Miércoles,alibi.com
Island in the Sky,6.285648,6.1,16.0,1953-09-05,1953,Septiembre,Sábado,island in the sky
Dave Chappelle: Deep in the Heart of Texas,2.162462,8.0,38.0,2017-03-21,2017,Marzo,Martes,dave chappelle: deep in the heart of texas
Red Nightmare,0.001188,0.0,0.0,1962-02-11,1962,Febrero,Domingo,red nightmare
All Nighter,5.541765,6.1,42.0,2017-03-10,2017,Marzo,Viernes,all nighter
Mr & Mme Adelman,4.319959,7.7,50.0,2017-03-08,2017,Marzo,Miércoles,mr & mme adelman
Winstanley,0.002317,8.0,1.0,1976-01-01,1976,Enero,Jueves,winstanley
9 Dalmuir West,0.001178,0.0,0.0,1962-12-07,1962,Diciembre,Viernes,9 dalmuir west
Leave to Remain,1.107268,6.6,6.0,2013-10-11,2013,Octubre,Viernes,leave to remain
Hercules,1.567626,3.9,21.0,1983-08-12,1983,Agosto,Viernes,hercules
Posthumous Memories,0.270305,6.2,10.0,2001-08-17,2001,Agosto,Viernes,posthumous memories
"Didi, the Goofy Cupid",0.429906,2.5,4.0,2003-04-27,2003,Abril,Domingo,"didi, the goofy cupid"
Arirang,0.86294,5.8,10.0,2011-05-13,2011,Mayo,Viernes,arirang
The Batman Shootings,0.194085,2.5,1.0,2012-08-19,2012,Agosto,Domingo,the batman shootings
10 Days in a Madhouse,1.034954,4.3,5.0,2015-11-20,2015,Noviembre,Viernes,10 days in a madhouse
Deidra & Laney Rob a Train,2.487073,5.7,17.0,2017-01-23,2017,Enero,Lunes,deidra & laney rob a train
How to Live in the German Federal Republic,0.03529,5.0,1.0,1990-02-09,1990,Febrero,Viernes,how to live in the german federal republic
Dumbland,1.182522,7.4,18.0,2002-03-18,2002,Marzo,Lunes,dumbland
Carnage: Swallowing the Past,1.336149,8.3,3.0,2017-03-19,2017,Marzo,Domingo,carnage: swallowing the past
Boys of Abu Ghraib,2.597221,5.8,21.0,2014-03-15,2014,Marzo,Sábado,boys of abu ghraib
A Flying Jatt,1.428806,3.8,7.0,2016-08-25,2016,Agosto,Jueves,a flying jatt
Fog in August,3.379405,7.5,16.0,2016-09-29,2016,Septiembre,Jueves,fog in august
A.D. The Bible Continues,0.023268,0.0,0.0,2015-04-05,2015,Abril,Domingo,a.d. the bible continues
The Lost World of Communism,0.075294,7.0,2.0,2009-03-14,2009,Marzo,Sábado,the lost world of communism
The Novelist,0.040018,8.0,1.0,2008-09-27,2008,Septiembre,Sábado,the novelist
Shooters,0.420283,3.8,2.0,2001-11-17,2001,Noviembre,Sábado,shooters
A tiro limpio,0.037258,5.0,1.0,1963-09-02,1963,Septiembre,Lunes,a tiro limpio
Confessions of an Eco-Terrorist,0.207871,7.0,4.0,2011-01-01,2011,Enero,Sábado,confessions of an eco-terrorist
The Fatal Glass of Beer,0.366676,6.4,9.0,1933-03-03,1933,Marzo,Viernes,the fatal glass of beer
Cleopatra,0.142542,4.0,1.0,1912-11-13,1912,Noviembre,Miércoles,cleopatra
The Most Hated Woman in America,5.969528,6.2,38.0,2017-03-24,2017,Marzo,Viernes,the most hated woman in america
Videograms of a Revolution,0.245602,5.0,1.0,1992-08-13,1992,Agosto,Jueves,videograms of a revolution
O Kadhal Kanmani,0.739665,5.8,12.0,2015-04-17,2015,Abril,Viernes,o kadhal kanmani
Nayakan,0.014463,7.5,15.0,1987-07-01,1987,Julio,Miércoles,nayakan
The Secret Game,0.010377,0.0,0.0,1917-12-03,1917,Diciembre,Lunes,the secret game
Apex: The Story of the Hypercar,0.407232,7.0,7.0,2016-03-29,2016,Marzo,Martes,apex: the story of the hypercar
Gettin' In,0.115668,2.7,3.0,2012-10-17,2012,Octubre,Miércoles,gettin' in
Vine of the Soul: Encounters with Ayahuasca,0.191046,4.3,4.0,2010-07-23,2010,Julio,Viernes,vine of the soul: encounters with ayahuasca
Swashbuckler,5.519702,6.9,7.0,1976-01-01,1976,Enero,Jueves,swashbuckler
Bitter Harvest,3.573865,6.7,22.0,2017-02-23,2017,Febrero,Jueves,bitter harvest
People You May Know,0.149655,5.3,3.0,2016-07-07,2016,Julio,Jueves,people you may know
All You Need is Love,0.567095,8.3,4.0,2009-11-03,2009,Noviembre,Martes,all you need is love
You Should Meet My Son,0.573313,5.9,10.0,2010-10-31,2010,Octubre,Domingo,you should meet my son
Esteros,1.164059,7.1,15.0,2016-05-27,2016,Mayo,Viernes,esteros
Novatos,0.281774,4.8,4.0,2015-10-05,2015,Octubre,Lunes,novatos
Eating Out,1.954508,5.5,32.0,2004-02-14,2004,Febrero,Sábado,eating out
Eating Out 2: Sloppy Seconds,2.665564,5.9,28.0,2006-01-01,2006,Enero,Domingo,eating out 2: sloppy seconds
Eating Out: All You Can Eat,2.227403,5.6,18.0,2009-10-09,2009,Octubre,Viernes,eating out: all you can eat
A Esperança é a Última Que Morre,1.012104,6.4,4.0,2015-09-03,2015,Septiembre,Jueves,a esperança é a última que morre
Nothing in Return,1.474889,6.6,24.0,2015-05-08,2015,Mayo,Viernes,nothing in return
Monster Pies,0.782851,6.1,15.0,2013-04-10,2013,Abril,Miércoles,monster pies
Mulligans,1.631885,5.4,27.0,2008-01-01,2008,Enero,Martes,mulligans
Rock Haven,0.986431,4.6,9.0,2007-06-21,2007,Junio,Jueves,rock haven
John Apple Jack,0.057986,5.0,1.0,2013-11-29,2013,Noviembre,Viernes,john apple jack
Triple Crossed,1.526916,3.9,11.0,2013-11-12,2013,Noviembre,Martes,triple crossed
Awakening,0.407417,7.5,2.0,2008-04-29,2008,Abril,Martes,awakening
Tell No One,2.374266,6.0,23.0,2012-09-07,2012,Septiembre,Viernes,tell no one
Vengeance: A Love Story,6.533244,5.5,37.0,2017-03-16,2017,Marzo,Jueves,vengeance: a love story
Workers Leaving the Factory,0.148929,5.7,3.0,1995-01-01,1995,Enero,Domingo,workers leaving the factory
The Amazing Truth About Queen Raquela,0.038876,5.0,1.0,2008-03-07,2008,Marzo,Viernes,the amazing truth about queen raquela
Princesa,0.001188,0.0,0.0,2001-06-01,2001,Junio,Viernes,princesa
Pluto,0.838756,7.3,7.0,2012-10-05,2012,Octubre,Viernes,pluto
Turk 182!,1.411286,6.1,27.0,1985-02-15,1985,Febrero,Viernes,turk 182!
The Quiet Family,2.428,7.2,37.0,1998-04-25,1998,Abril,Sábado,the quiet family
Enter the Warriors Gate,7.231992,5.4,44.0,2016-11-18,2016,Noviembre,Viernes,enter the warriors gate
The Bar,20.720113,6.3,122.0,2017-03-24,2017,Marzo,Viernes,the bar
Vulcania,0.157839,2.0,1.0,2015-10-16,2015,Octubre,Viernes,vulcania
A Bullet for Pretty Boy,0.000603,4.5,2.0,1970-07-15,1970,Julio,Miércoles,a bullet for pretty boy
The Flag of Iron,0.596252,5.7,5.0,1980-02-01,1980,Febrero,Viernes,the flag of iron
Caprice,2.237834,5.3,30.0,2015-02-27,2015,Febrero,Viernes,caprice
Aurélie Laflamme: Les pieds sur terre,0.357328,7.8,5.0,2015-04-24,2015,Abril,Viernes,aurélie laflamme: les pieds sur terre
"Nativity 3: Dude, Where's My Donkey?!",1.048552,4.7,9.0,2014-11-14,2014,Noviembre,Viernes,"nativity 3: dude, where's my donkey?!"
7:35 in the Morning,0.47098,6.9,12.0,2003-01-01,2003,Enero,Miércoles,7:35 in the morning
The Story of the Kelly Gang,0.290549,5.3,3.0,1906-12-26,1906,Diciembre,Miércoles,the story of the kelly gang
Deadly Revenge,0.202736,2.3,3.0,2013-12-15,2013,Diciembre,Domingo,deadly revenge
That's Not Us,0.390489,5.8,6.0,2015-06-21,2015,Junio,Domingo,that's not us
Our Loved Ones,0.422852,6.5,3.0,2015-08-12,2015,Agosto,Miércoles,our loved ones
Middle Man,2.554282,0.0,5.0,2017-06-09,2017,Junio,Viernes,middle man
Demobbed,1.601712,6.1,11.0,2000-03-31,2000,Marzo,Viernes,demobbed
Galgameth,0.156223,4.5,2.0,1997-08-05,1997,Agosto,Martes,galgameth
My Little Princess,3.336273,5.9,22.0,2011-06-29,2011,Junio,Miércoles,my little princess
A Plasticine Crow,0.513269,5.6,10.0,1981-12-31,1981,Diciembre,Jueves,a plasticine crow
Closed Spaces,0.153447,4.6,4.0,2008-08-14,2008,Agosto,Jueves,closed spaces
RRRrrrr!!!,9.482248,6.2,228.0,2004-01-28,2004,Enero,Miércoles,rrrrrrr!!!
Pandora,5.131904,7.0,51.0,2016-12-07,2016,Diciembre,Miércoles,pandora
Song For a Raggy Boy,1.675184,6.9,19.0,2003-01-19,2003,Enero,Domingo,song for a raggy boy
The Old Man and the Sea,2.295286,7.9,33.0,1999-07-03,1999,Julio,Sábado,the old man and the sea
One Hundredth of a Second,0.1779,6.3,4.0,2006-08-21,2006,Agosto,Lunes,one hundredth of a second
Amphibian Man,1.372162,6.6,11.0,1962-01-03,1962,Enero,Miércoles,amphibian man
Sky. Plane. Girl.,0.518078,4.3,5.0,2002-09-02,2002,Septiembre,Lunes,sky. plane. girl.
Cruelty,0.387757,3.0,2.0,2007-05-17,2007,Mayo,Jueves,cruelty
The Castle,0.69635,5.3,5.0,1994-01-01,1994,Enero,Sábado,the castle
Shadowboxing,0.768181,5.0,13.0,2005-03-05,2005,Marzo,Sábado,shadowboxing
Miles,1.269793,7.0,2.0,2017-06-09,2017,Junio,Viernes,miles
Smurfs: The Lost Village,16.972835,6.2,311.0,2017-03-23,2017,Marzo,Jueves,smurfs: the lost village
The Discovery,6.803535,6.3,312.0,2017-03-31,2017,Marzo,Viernes,the discovery
Is That a Gun in Your Pocket?,1.045741,9.0,3.0,2016-09-16,2016,Septiembre,Viernes,is that a gun in your pocket?
Big Jet,0.086442,4.0,1.0,2015-09-19,2015,Septiembre,Sábado,big jet
Rejected,3.50564,7.5,50.0,2000-07-25,2000,Julio,Martes,rejected
Viceroy's House,16.153534,6.5,58.0,2017-03-03,2017,Marzo,Viernes,viceroy's house
Toward the Terra,0.144113,7.5,4.0,1980-04-25,1980,Abril,Viernes,toward the terra
Spring on Zarechnaya Street,0.593318,6.6,8.0,1956-11-26,1956,Noviembre,Lunes,spring on zarechnaya street
The Devotion of Suspect X,0.24807,8.0,2.0,2017-03-31,2017,Marzo,Viernes,the devotion of suspect x
The Zookeeper's Wife,13.655178,7.1,160.0,2017-03-31,2017,Marzo,Viernes,the zookeeper's wife
Max and the Junkmen,0.989599,6.3,10.0,1971-02-17,1971,Febrero,Miércoles,max and the junkmen
The Outskirts,0.183471,6.5,4.0,1998-10-04,1998,Octubre,Domingo,the outskirts
Wild Field,0.224777,5.0,4.0,2008-09-05,2008,Septiembre,Viernes,wild field
Yoroi: Samurai zombie,0.040003,5.0,1.0,2008-06-30,2008,Junio,Lunes,yoroi: samurai zombie
Mud Zombies,0.61256,5.9,7.0,2008-07-28,2008,Julio,Lunes,mud zombies
Murder in Three Acts,1.18855,5.4,5.0,1986-09-30,1986,Septiembre,Martes,murder in three acts
Female Fight Club,3.796019,7.2,5.0,2017-03-16,2017,Marzo,Jueves,female fight club
Ithaca,3.820453,5.7,22.0,2015-10-29,2015,Octubre,Jueves,ithaca
La Bionda,0.0,0.0,0.0,1993-03-12,1993,Marzo,Viernes,la bionda
"All Governments Lie: Truth, Deception, and the Spirit of I.F. Stone",0.121433,0.0,0.0,2016-11-04,2016,Noviembre,Viernes,"all governments lie: truth, deception, and the spirit of i.f. stone"
I still hide to smoke,3.589741,5.5,2.0,2016-11-05,2016,Noviembre,Sábado,i still hide to smoke
Louise by the Shore,0.468728,8.0,5.0,2016-11-23,2016,Noviembre,Miércoles,louise by the shore
The Bed-Sitting Room,1.728397,6.2,13.0,1969-06-01,1969,Junio,Domingo,the bed-sitting room
Days of Hope,0.387337,5.4,4.0,1945-06-12,1945,Junio,Martes,days of hope
No Man's Island,0.017349,0.0,0.0,2014-10-16,2014,Octubre,Jueves,no man's island
Lone Wolves,1.094645,3.0,5.0,2016-12-13,2016,Diciembre,Martes,lone wolves
Julie & Jack,0.081995,1.0,1.0,2003-01-01,2003,Enero,Miércoles,julie & jack
The Kids Are Alright,1.653741,6.9,7.0,1979-06-24,1979,Junio,Domingo,the kids are alright
Eloise,5.271207,5.1,52.0,2017-02-03,2017,Febrero,Viernes,eloise
The Coming Days,0.726752,5.5,11.0,2010-11-04,2010,Noviembre,Jueves,the coming days
Gifted,16.025911,7.7,549.0,2017-04-12,2017,Abril,Miércoles,gifted
White Coffin,1.03082,5.4,9.0,2016-07-21,2016,Julio,Jueves,white coffin
Brave Miss World,0.023867,0.0,0.0,2013-12-13,2013,Diciembre,Viernes,brave miss world
Born to Race: Fast Track,2.634423,5.2,24.0,2014-03-20,2014,Marzo,Jueves,born to race: fast track
Band of Brothers,7.903731,8.2,725.0,2001-09-09,2001,Septiembre,Domingo,band of brothers
Hornblower: Loyalty,1.094773,6.7,12.0,2003-01-05,2003,Enero,Domingo,hornblower: loyalty
Teen Titans: The Judas Contract,17.086618,7.1,98.0,2017-03-22,2017,Marzo,Miércoles,teen titans: the judas contract
The Champions,0.262433,7.3,3.0,2015-11-06,2015,Noviembre,Viernes,the champions
Going Under,0.982345,5.1,4.0,2004-10-21,2004,Octubre,Jueves,going under
Milling the Militants,0.002307,0.0,0.0,1913-03-31,1913,Marzo,Lunes,milling the militants
Johanneksen leipäpuu,0.001676,0.0,0.0,1994-05-02,1994,Mayo,Lunes,johanneksen leipäpuu
Louis C.K. 2017,4.296455,7.5,72.0,2017-04-04,2017,Abril,Martes,louis c.k. 2017
De Premier,1.304871,5.2,14.0,2016-10-26,2016,Octubre,Miércoles,de premier
24,1.264714,7.1,22.0,2016-05-05,2016,Mayo,Jueves,24
X: The Unheard Music,0.387414,6.6,4.0,1986-03-01,1986,Marzo,Sábado,x: the unheard music
The Collector,0.039117,5.0,1.0,1997-01-01,1997,Enero,Miércoles,the collector
Cantábrico: Los dominios del oso pardo,0.436657,8.0,2.0,2017-03-31,2017,Marzo,Viernes,cantábrico: los dominios del oso pardo
A Place in the World,1.155347,7.0,9.0,1992-04-09,1992,Abril,Jueves,a place in the world
Habibie & Ainun,0.344795,6.3,3.0,2012-12-19,2012,Diciembre,Miércoles,habibie & ainun
The Wild Women of Wongo,0.599872,3.3,6.0,1958-01-01,1958,Enero,Miércoles,the wild women of wongo
Aftermath,10.150041,5.8,162.0,2017-04-06,2017,Abril,Jueves,aftermath
Beware! The Blob,0.978293,4.9,18.0,1972-06-21,1972,Junio,Miércoles,beware! the blob
Small Town Killers,1.049864,6.1,9.0,2017-01-12,2017,Enero,Jueves,small town killers
Type O Negative: After Dark,0.002307,0.0,0.0,1998-01-01,1998,Enero,Jueves,type o negative: after dark
Sideways,0.056422,4.0,1.0,2009-10-31,2009,Octubre,Sábado,sideways
Between Two Fires,0.032325,0.0,0.0,2010-10-13,2010,Octubre,Miércoles,between two fires
The Making of 'The Bridge on the River Kwai',0.483056,5.0,1.0,2000-01-01,2000,Enero,Sábado,the making of 'the bridge on the river kwai'
The Baker,11.041444,6.5,23.0,2007-02-09,2007,Febrero,Viernes,the baker
The Secret Scripture,13.177741,7.6,25.0,2016-11-04,2016,Noviembre,Viernes,the secret scripture
There Once Was a Dog,1.981912,7.5,22.0,1982-01-01,1982,Enero,Viernes,there once was a dog
The Bigfoot Project,0.530821,6.3,4.0,2017-04-04,2017,Abril,Martes,the bigfoot project
The Case for Christ,3.674827,6.2,27.0,2017-04-07,2017,Abril,Viernes,the case for christ
1 Mile to You,1.668699,6.7,29.0,2017-04-07,2017,Abril,Viernes,1 mile to you
Spark: A Space Tail,10.348612,4.8,10.0,2017-04-14,2017,Abril,Viernes,spark: a space tail
"Everything, Everything",12.108048,7.3,670.0,2017-05-19,2017,Mayo,Viernes,"everything, everything"
Diary of a Wimpy Kid: The Long Haul,28.176992,6.1,48.0,2017-05-19,2017,Mayo,Viernes,diary of a wimpy kid: the long haul
Félicité,0.318809,6.0,3.0,2017-03-29,2017,Marzo,Miércoles,félicité
"Dr. Syn, Alias the Scarecrow",1.452854,8.0,2.0,1963-12-06,1963,Diciembre,Viernes,"dr. syn, alias the scarecrow"
Twin Peaks: Fire Walk with Me - The Missing Pieces,3.027874,7.5,34.0,2014-07-29,2014,Julio,Martes,twin peaks: fire walk with me - the missing pieces
Bread of Happiness,0.589618,6.8,7.0,2012-01-28,2012,Enero,Sábado,bread of happiness
We are the tide,0.452123,5.0,1.0,2016-11-03,2016,Noviembre,Jueves,we are the tide
Her Love Boils Bathwater,1.232753,6.2,5.0,2016-10-29,2016,Octubre,Sábado,her love boils bathwater
Dance to Death,2.243493,4.0,1.0,2017-03-16,2017,Marzo,Jueves,dance to death
The Spacewalker,10.181,7.4,20.0,2017-04-12,2017,Abril,Miércoles,the spacewalker
Night's Tightrope,0.340654,8.0,1.0,2016-10-08,2016,Octubre,Sábado,night's tightrope
Baywatch,35.637691,6.1,1829.0,2017-05-12,2017,Mayo,Viernes,baywatch
Unforgettable,10.159713,5.7,117.0,2017-04-20,2017,Abril,Jueves,unforgettable
Snatched,11.214779,5.2,207.0,2017-05-03,2017,Mayo,Miércoles,snatched
Replica,0.002374,0.0,0.0,2005-04-01,2005,Abril,Viernes,replica
Life Upside Down,0.106273,4.0,1.0,1964-09-01,1964,Septiembre,Martes,life upside down
Type O Negative: Symphony for the Devil,0.046401,6.5,1.0,2006-01-01,2006,Enero,Domingo,type o negative: symphony for the devil
Superbia,0.04229,0.0,0.0,2016-05-17,2016,Mayo,Martes,superbia
The Mummy,33.704935,5.4,2122.0,2017-06-06,2017,Junio,Martes,the mummy
Verschwende deine Jugend,0.742665,6.8,6.0,2003-07-03,2003,Julio,Jueves,verschwende deine jugend
The New Swiss Family Robinson,0.770475,4.8,6.0,1998-12-25,1998,Diciembre,Viernes,the new swiss family robinson
From a House on Willow Street,10.709604,5.1,43.0,2017-03-24,2017,Marzo,Viernes,from a house on willow street
Life-Size,6.648653,5.4,90.0,2000-03-05,2000,Marzo,Domingo,life-size
The Matrimaniac,0.241805,7.0,2.0,1916-12-16,1916,Diciembre,Sábado,the matrimaniac
Still Life,0.256207,5.0,1.0,1997-05-23,1997,Mayo,Viernes,still life
Adama,2.135199,6.0,12.0,2015-10-21,2015,Octubre,Miércoles,adama
Taxandria,0.628835,7.0,4.0,1994-01-01,1994,Enero,Sábado,taxandria
In Memory of My Father,0.00972,0.0,0.0,2005-06-03,2005,Junio,Viernes,in memory of my father
The Mouse and His Child,0.754872,5.8,5.0,1977-11-18,1977,Noviembre,Viernes,the mouse and his child
1:54,2.054256,7.4,37.0,2016-10-13,2016,Octubre,Jueves,1:54
The Sweet Life,0.988396,6.4,7.0,2016-06-07,2016,Junio,Martes,the sweet life
Back to the Well: 'Clerks II',0.569257,0.0,0.0,2006-11-28,2006,Noviembre,Martes,back to the well: 'clerks ii'
Prison Images,0.054774,5.0,1.0,2000-07-01,2000,Julio,Sábado,prison images
Boy Missing,5.157436,5.7,44.0,2016-08-19,2016,Agosto,Viernes,boy missing
Granny O'Grimm's Sleeping Beauty,0.865532,5.8,15.0,2008-01-01,2008,Enero,Martes,granny o'grimm's sleeping beauty
The Fate of the Furious,48.573287,6.8,3803.0,2017-04-12,2017,Abril,Miércoles,the fate of the furious
Cezanne and I,4.495703,6.1,39.0,2016-09-21,2016,Septiembre,Miércoles,cezanne and i
Wild and Woolly,0.109246,7.0,2.0,1917-06-24,1917,Junio,Domingo,wild and woolly
After Porn Ends 2,5.523286,5.9,27.0,2017-03-28,2017,Marzo,Martes,after porn ends 2
Burning Sands,2.155753,6.3,30.0,2017-01-24,2017,Enero,Martes,burning sands
Scoop!,0.319085,8.0,4.0,2016-10-01,2016,Octubre,Sábado,scoop!
I Am Not Madame Bovary,2.116032,8.1,10.0,2016-09-29,2016,Septiembre,Jueves,i am not madame bovary
The Legend Is Born: Ip Man,1.191096,6.6,227.0,2010-06-24,2010,Junio,Jueves,the legend is born: ip man
Teleios,2.296394,5.2,20.0,2017-04-06,2017,Abril,Jueves,teleios
Right Here Right Now,1.153504,4.6,8.0,2016-06-22,2016,Junio,Miércoles,right here right now
Sandy Wexler,10.213483,5.3,105.0,2017-04-14,2017,Abril,Viernes,sandy wexler
Walking with the Enemy,2.313749,7.0,5.0,2014-04-25,2014,Abril,Viernes,walking with the enemy
Extortion,12.593368,6.6,44.0,2017-01-02,2017,Enero,Lunes,extortion
The Swan Princess Christmas,1.647024,6.0,17.0,2012-11-05,2012,Noviembre,Lunes,the swan princess christmas
The Game Is Over,0.319446,6.0,1.0,1966-06-22,1966,Junio,Miércoles,the game is over
Betting on Zero,0.983882,7.1,16.0,2017-03-17,2017,Marzo,Viernes,betting on zero
Judging Japan,0.062252,0.0,0.0,2016-05-22,2016,Mayo,Domingo,judging japan
The Creators of the Shopping Worlds,0.072324,7.0,1.0,2001-06-11,2001,Junio,Lunes,the creators of the shopping worlds
Here Alone,3.010304,5.7,38.0,2016-04-15,2016,Abril,Viernes,here alone
London Spy,1.1196,8.8,12.0,2015-11-09,2015,Noviembre,Lunes,london spy
The Transfiguration,6.371291,6.1,27.0,2017-04-07,2017,Abril,Viernes,the transfiguration
"Sweet, Sweet Lonely Girl",1.475247,6.4,7.0,2016-09-22,2016,Septiembre,Jueves,"sweet, sweet lonely girl"
Fantozzi Against the Wind,4.348083,6.6,84.0,1980-11-20,1980,Noviembre,Jueves,fantozzi against the wind
Love on the Run,0.05764,6.0,1.0,1936-11-20,1936,Noviembre,Viernes,love on the run
The Rift,2.764506,4.3,12.0,2016-04-28,2016,Abril,Jueves,the rift
Another Evil,0.882583,6.1,10.0,2017-05-05,2017,Mayo,Viernes,another evil
Au Revoir Taipei,1.574303,6.0,11.0,2010-04-02,2010,Abril,Viernes,au revoir taipei
L'allenatore nel pallone,0.13914,6.6,64.0,1984-10-26,1984,Octubre,Viernes,l'allenatore nel pallone
White Collar Blues,4.969226,7.9,137.0,1975-03-27,1975,Marzo,Jueves,white collar blues
I Am Self-Sufficient,0.007223,6.1,7.0,1976-12-14,1976,Diciembre,Martes,i am self-sufficient
Win It All,4.096366,5.7,61.0,2017-03-11,2017,Marzo,Sábado,win it all
Captain Underpants: The First Epic Movie,88.561239,6.5,159.0,2017-06-01,2017,Junio,Jueves,captain underpants: the first epic movie
3 Idiotas,0.959942,6.2,14.0,2017-04-02,2017,Abril,Domingo,3 idiotas
Band Aid,2.302455,6.5,25.0,2017-06-02,2017,Junio,Viernes,band aid
It Comes at Night,20.504587,5.6,357.0,2017-06-09,2017,Junio,Viernes,it comes at night
Megan Leavey,11.852169,7.1,101.0,2017-06-09,2017,Junio,Viernes,megan leavey
My Cousin Rachel,12.855228,5.7,91.0,2017-06-08,2017,Junio,Jueves,my cousin rachel
I Love You Both,1.158989,5.5,2.0,2017-06-09,2017,Junio,Viernes,i love you both
11:55,0.722501,5.0,6.0,2017-06-09,2017,Junio,Viernes,11:55
Cars 3,19.148182,6.6,718.0,2017-06-15,2017,Junio,Jueves,cars 3
Maudie,6.404957,7.6,20.0,2017-04-14,2017,Abril,Viernes,maudie
Resident Evil: Vendetta,13.875911,6.6,160.0,2017-05-27,2017,Mayo,Sábado,resident evil: vendetta
Secrets of the Summer House,0.121553,3.2,3.0,2008-01-01,2008,Enero,Martes,secrets of the summer house
Mad Families,0.716404,3.5,10.0,2017-01-12,2017,Enero,Jueves,mad families
False Confessions,0.219166,0.0,1.0,2017-04-13,2017,Abril,Jueves,false confessions
From the Sea to the Land Beyond,0.640336,0.0,0.0,2012-06-12,2012,Junio,Martes,from the sea to the land beyond
Boyka: Undisputed IV,67.955052,5.8,333.0,2016-08-01,2016,Agosto,Lunes,boyka: undisputed iv
The Ten Lives of Titanics the Cat,0.039312,6.5,1.0,2007-10-31,2007,Octubre,Miércoles,the ten lives of titanics the cat
The Last Joint Venture,0.465658,6.9,5.0,2008-08-29,2008,Agosto,Viernes,the last joint venture
Escape,1.061068,5.8,5.0,2015-04-30,2015,Abril,Jueves,escape
"God Respects Us When We Work, but Loves Us When We Dance",0.036471,5.0,1.0,1968-01-01,1968,Enero,Lunes,"god respects us when we work, but loves us when we dance"
Hotel E,0.035346,5.0,1.0,1992-01-01,1992,Enero,Miércoles,hotel e
The Marine 5: Battleground,9.930139,5.9,26.0,2017-03-16,2017,Marzo,Jueves,the marine 5: battleground
The Covenant,1.257845,5.0,6.0,2017-02-07,2017,Febrero,Martes,the covenant
Horror Story,0.351319,4.8,8.0,2013-09-13,2013,Septiembre,Viernes,horror story
The Recovered,0.010592,0.0,0.0,2008-01-01,2008,Enero,Martes,the recovered
Mini's First Time,2.389319,5.2,25.0,2006-05-01,2006,Mayo,Lunes,mini's first time
The Wonderful Wizard of Oz,0.759167,6.0,7.0,1910-03-24,1910,Marzo,Jueves,the wonderful wizard of oz
Shala,0.211338,6.2,3.0,2011-01-20,2011,Enero,Jueves,shala
The Old Crocodile,0.072941,6.0,2.0,2005-01-01,2005,Enero,Sábado,the old crocodile
Lupin the Third: Bye Bye Liberty Crisis,0.630398,5.6,7.0,1989-04-01,1989,Abril,Sábado,lupin the third: bye bye liberty crisis
Rufus,0.242644,5.7,3.0,2016-01-18,2016,Enero,Lunes,rufus
Rufus 2,2.069952,0.0,0.0,2017-01-16,2017,Enero,Lunes,rufus 2
The Book of Henry,24.553725,7.6,84.0,2017-06-16,2017,Junio,Viernes,the book of henry
